Finished,ResponseId,Consent,US,Condition,Why,Continue,Reverse,Interest,Politics,Sex,Vegan
1,R_2t5mJyd8GAZdFFE,1,1,2,,It is better for the environment to eat less meat.  I also feel healthier eating less meat.,,5,5,2,2
0,R_dgL2LLTGO3Hv6yR,1,1,2,,"Being healthy is popular, and promoting healthy habits is a burgeoning side business. More people are becoming health coaches. And so Health Consciousness is spreading in America",,2,4,2,2
1,R_1pMA6MiEEwWU0go,1,1,2,,I think it's due to more research and awareness into the health benefits to eating less or completely eliminating meat consumption,,5,4,2,2
1,R_3pgnSyjA5DNSPOU,1,1,3,,,Protein is a necessity and most people think meat is the only way to get it.,1,5,2,2
1,R_1Ky92NOwPvIeLJD,1,1,1,A lot of meat is not good for the human body.,,,7,7,2,2
1,R_vuAofaW3jSNrtSx,1,1,2,,"Meat is made out to be an enemy of the body or just ""fattening"" by many celebrities/public figures. As they continue to show their weight loss and degrade meat, more people will try to adopt their ways/opinions because of the stigma and effects.",,1,6,2,2
0,R_55fd4DhurvInXDr,1,1,2,,Because people are stupid and are getting into this black magic called veganism ,,1,6,2,2
0,R_1GZkt4sgzml0lB8,1,1,FALSE,,,,,,,
0,R_9ysLEdtKjKW6bMB,1,1,FALSE,,,,,,,
1,R_2qxVrjpFGzaS75D,1,1,1,I have no idea,,,1,6,2,2
0,R_2eOruhSjwxlwjPi,,,FALSE,,,,,,,
0,R_3qKAJ7XIsSIwFIR,1,1,2,,Better health,,5,6,1,2
0,R_22tSGiUjpn5D299,1,1,1,"People know that they should eat fewer calories, but most don't care enough to follow through cutting back on calorie dense foods.",,,5,4,2,2
0,R_2BbsUzTgxXba03Q,1,1,3,,,It’s getting slower because people realize how disgusting meat is.,5,4,2,2
0,R_1mWNgcwiwG9JdWE,1,1,FALSE,,,,,,,
0,R_30tSCoagbUK69qB,1,1,FALSE,,,,,,,
0,R_1CpyCjgvkyMqXOX,1,1,FALSE,,,,,,,
1,R_1riY7QyABprK5Ta,1,1,3,,,because I think it is just ridiculous in general. It seems to be just another one of those fads that everyone is wanting to try but I feel like once they realize that it is not making a difference and when they realize that they miss their delicious meat they will give it up.,1,6,2,2
1,R_2E6TYRAXgzakZTf,1,1,3,,,Limit meat,7,6,2,1
0,R_3JKGfaJQyik3WBq,1,1,FALSE,,,,,,,
0,R_50ErfHuZdMHqbDz,1,1,FALSE,,,,,,,
0,R_1NmrRrLzoQzUHeG,1,1,2,,"Those people will raise children who eat less meat and those children will teach their children, etc. I think also that more and more people are concerned about eating well consistently and there's no reason for that trend to change.",,2,6,2,2
1,R_1f0HnMBPT7Biuzg,1,2,FALSE,,,,,,,
0,R_2wFxWC7jdH4NDu1,1,1,3,,,"Expense of meat, persuasion by media, and trends.",2,5,2,2
1,R_3pfia2jweXwqlbu,1,1,1,Possibly cutting out red meat so they can try to stay healthy,,,1,4,2,2
1,R_2ylN70o3iizKVbc,1,1,2,,"Health concerns, ethical concerns",,1,4,2,2
1,R_3fTpgiRp8nu08OZ,1,1,3,,,I disagree. I don't think it will,7,7,2,2
1,R_2aDl1faW0rkI7MM,1,1,1,I think it is only 30% because if all the new fad diets that are high protein.,,,4,6,2,2
0,R_1rH5U5vdfDnIvY1,,,FALSE,,,,,,,
0,R_1jiCH1FFwxz5LzW,1,1,FALSE,,,,,,,
0,R_3NEsRZ7HzuIRUdg,1,1,FALSE,,,,,,,
1,R_279xHmcrcAV7Q42,1,1,3,,,Because everyone love meat and you need the protein from it,1,4,2,2
1,R_2E519mt5RG0FAmv,1,1,2,,I think people will continue consume less meat because of the information that is available to us through the internet. People are now able to see that the animals the meat comes from are always not treated the best plus the meat most people consume have hormones the meat that is grass fed and anti botic free is not always an option because of the price. There are plenty of other options now of days to get protein that does not come from meat. ,,3,3,2,2
0,R_3D2pNFIy6U50pQs,1,1,1,"Too much meat can be unhealthy, some people don't believe in eating meat.",,,4,6,2,2
0,R_9zz6icrpQFHlfUJ,1,1,FALSE,,,,,,,
0,R_2f3sfwoyPWoNtLj,1,1,FALSE,,,,,,,
1,R_6tEnzJKKXpkLK9j,1,1,1,Concern for animals,,,4,5,2,2
0,R_C8OQjvMwnlU6Jhv,1,1,FALSE,,,,,,,
0,R_xn0KEblL7q8kyFb,,,FALSE,,,,,,,
0,R_2uUm30cnPbYA5DZ,1,1,2,,"environmental concerns, health, ethics",,7,1,3,1
0,R_2dKK8uESRqALL8W,,,FALSE,,,,,,,
1,R_3Gfu6K6reFdGQNB,1,1,2,,"You know better you do better. As we gain more knowledge about the benefits of eating less meat, more people will change their eating habits.",,6,4,2,2
0,R_xGy6NKZBinpi3pD,1,1,2,,I think part of it has to do with documentaries showing how people's health can greatly improve on plant-based diets. I think more and more people are realizing that meat is not necessary for a balanced diet.,,7,6,2,2
0,R_z1o6DQBTMWSxNct,1,1,1,They represent the health consience people statistics.,,,1,7,2,2
0,R_1Ij8njNxYvyHV6g,1,1,FALSE,,,,,,,
1,R_2rBfuZs1vpIsHaP,1,1,3,,,People are getting richer and more indulgent.,6,5,1,2
0,R_1GQwDssarQIZbnz,,,FALSE,,,,,,,
0,R_1DXTYIqD8MDNuuD,1,1,1,Personal choice,,,4,1,2,2
0,R_1MXM3mYT00FfRNX,1,1,2,,People are more influence by those who don’t eat meat. They think it’s healthier and feel bad for those animals being killed for meat.,,1,7,2,2
1,R_3EGRcqR6fOEQ6CY,1,1,1,"Vegan and/or vegetarian. Also, people who are worried about bad hormones in meat. ",,,2,5,2,2
0,R_338yQWAyCuEvNt8,1,1,FALSE,,,,,,,
1,R_22WzLwn72MGcl0i,1,1,2,,"People are becoming more aware of the negative effects of meats have on their bodies or health. More health conscious, more animal friendly, and allows frees up time as well.",,7,4,2,2
1,R_331qTAZfvi8zxs3,1,1,3,,,"I think this trend could slow or reverse in the future because it is a trend, and trends are always changing. People follow what is popular. ",4,7,2,2
1,R_WDHNDMN20MoKfBv,1,1,1,I disagree I think it’s lower ,,,7,5,2,2
1,R_1QE4aQtatOGPToI,1,1,1,"I think that because few people are aware and care about health related issues through food consumption, that only 30 percent of the population try to reduce how much meat they eat. ",,,4,6,1,2
1,R_1DYxAMS3UvfO3Ij,1,1,2,,Prices of meat continue to go up and availability of alternative sources of protein goes up.,,1,6,1,2
1,R_2xD9BEDoMXHNWS3,1,1,2,,Social trends,,1,3,1,2
1,R_1r97trGHkQ5UauT,1,1,1,BEcuase people assume meat is unhealthy,,,1,3,2,2
1,R_2tteGRPBLiGkufg,1,1,1,I think most people don’t worry too much because meat would be expensive to eat every meal. I also think not many people are informed on why excessive meat is bad for you. ,,,4,5,2,2
1,R_1F36Wipl8Mt9Yc0,1,1,2,,Guessing that people have probably eaten more meat then they probably needed.  Just getting a better balance.  ,,4,4,1,2
1,R_2tJWBp8cEXSdrfh,1,1,3,,,Being a vegetarian was a fad in recent years claiming to be healthier. My guess is they are now going back to eating meat realizing it is a better source of protein and tastes better.,1,4,2,2
0,R_sFKOnSUXkvTM7vP,1,1,FALSE,,,,,,,
1,R_BxonRuMk9BUkB1f,1,1,3,,,We crave what we want. We try to what's healthy bit if other things are in our mind and we don't make a conscious effort than we revert back to whay we desire.,4,4,2,2
0,R_31abggzhTgdxy7i,,,FALSE,,,,,,,
1,R_sGSc7SjZePi9RS1,1,1,1,"Because of the cost of meat & people wanting to watch fat intake.
 ",,,4,5,2,2
0,R_1kSUD97pNSIAm80,,,FALSE,,,,,,,
1,R_3QLYuaqYHu2vZp9,1,1,2,,Both for health conscious reasons and ethical reasons. ,,5,4,2,2
1,R_2dtZfNc0lRB72wT,1,1,2,,"I think people will limit their meat eating to control their weight, and more likely, it will be general knowledge that consumption of a lot of meat is detrimental to one's health. However it isn't clear what is classified as 'limiting meat eating', since it can vary from making a vegetarian choice occasionally or actively try to avoid meat?",,4,1,1,2
1,R_25GtwuUyJrurSV8,1,1,1,Meat is expensive ,,,4,6,2,2
0,R_2zeCDagLfyhaS12,1,1,1,"I think it's due to financial limitations/income, food deserts, dietary restrictions, diseases and the fact that some people just don't want to stop eating meat even if they could afford it and it wouldn't threaten their health",,,6,2,2,2
1,R_DcqI9njYJJ7WHeh,1,1,3,,,Because meat is delicious. ,1,7,2,2
1,R_1C8VWw8LBV2RQ4W,1,1,3,,,"Diets are faddish and once Veganism stops being trendy, people will consume meat again",1,6,2,2
0,R_2TFW87uDKDEPSDz,1,1,FALSE,,,,,,,
0,R_2TztpCU1JjWensA,1,1,FALSE,,,,,,,
0,R_22Ya0Vvp8Mh0wJs,1,1,FALSE,,,,,,,
0,R_1EXqPlzvLyuT89U,1,1,1,"Combination of factors ranging from health to belief systems to price. Vegetarians, vegans, religions that prohibit consumption of things like beef and pork, supposed health benefits of limiting things such as red meat, the higher cost of meat in comparison to other foods, etc.",,,4,4,2,2
1,R_3dJKYoUSfoNxaV1,1,1,2,,I think more people are aware now of how their diet affects their health and mind so they will continue and influence others.,,4,5,2,2
0,R_9NuTgTCgEmvLmKJ,1,1,1,Because 30% of people are either educated or believe that too much meat causes health problems ,,,7,7,2,2
1,R_31SrxGqF6vhzGCl,1,1,1,Because non meat eaters think it is harsh to animals to provide humans with meat. ,,,1,2,2,2
0,R_1eCSHRvYNMTjSkF,,,FALSE,,,,,,,
0,R_2yl1j6XI29kIPCA,1,1,2,,Wtt,,,,,
0,R_296Nsoekak4J1LK,1,1,FALSE,,,,,,,
0,R_eXwcAQzu4LTJHzj,1,1,1,People either don't think they need to or it is to hard to do. ,,,4,4,2,2
0,R_2QQAmqEeSeM2RXq,1,1,2,,Because meat companies are being exposed on how the meat is handled and researchers are linking the consumption of meat to certain diseases.,,5,3,2,2
0,R_dpyUstv9vciInXX,1,1,FALSE,,,,,,,
0,R_O1ZKHMQbV6gj97z,1,1,3,,,Yes ,3,3,2,2
0,R_1DOQbO446OMFL2Y,1,1,3,,,Dietary changes are often short lived and the cost will go down with surplus in the market,4,4,2,2
0,R_2Ytc8IOnx6Hwy03,,,FALSE,,,,,,,
0,R_29icBxSv3vgHJRc,1,1,1,To be healthier ,,,1,3,2,2
1,R_PTblxBEFHPu14LT,1,1,3,,,Im sure there will be a new study that shows meat is actually very healthy and everyone will flock to the meats! ,2,4,1,2
0,R_vBImL7vaMYlBuOB,1,1,FALSE,,,,,,,
0,R_2dRTnqvmXft87Un,1,1,FALSE,,,,,,,
0,R_1cZgmVPsiQG8bDs,,,FALSE,,,,,,,
0,R_1q9vUeTVCFMTtm9,1,1,FALSE,,,,,,,
0,R_1lmoWaT7mBz9He4,,,FALSE,,,,,,,
0,R_DuAxX4aUQSSJPdT,1,1,FALSE,,,,,,,
0,R_Dow9JwYJUjpHjbj,1,1,3,,,More people are now vegetarian and vegan ,5,3,2,2
1,R_b2TkAbahmXxNSql,1,1,2,,Because people follow trends. ,,2,6,1,2
0,R_sFH0FGquyX0U9R7,1,1,3,,,People need protein,1,6,2,2
0,R_tSY8fXCdrbciLeN,1,1,FALSE,,,,,,,
0,R_27dQkVXmJxkkzDP,,,FALSE,,,,,,,
1,R_xFWbDU0x4bljTvH,1,1,1,Public more aware of health issues. More education available about disease risks with increased red meat consumption. ,,,6,6,2,2
1,R_ywNvirnpETPBb2h,1,1,1,The other 70% aren't worried about the health effects of meat or the animals providing the meal. ,,,1,7,2,2
0,R_3nxb94B2mYWq4uU,1,1,FALSE,,,,,,,
0,R_3nrAmYTpUl1IKKO,,,FALSE,,,,,,,
0,R_ZaBUpzXDaUJi5oZ,1,1,2,,People are more health conscious ,,7,6,2,2
0,R_2OZrw3HixaGCPvG,1,1,FALSE,,,,,,,
0,R_PUJkNwGgIHJ1Hu9,1,1,2,,People are more into different diet trends and more into protecting animals and the environment,,5,2,2,2
0,R_WAtOQOYpeyh9gLT,,,FALSE,,,,,,,
0,R_VW6YeXd98h61tSx,,,FALSE,,,,,,,
0,R_1KwrfcCgU9m3XOj,1,1,3,,,The meat lobbys,6,1,2,2
0,R_1GEn9T3sYYJViZg,1,1,3,,,Slow as larger population of elderly reduce their meat intake,4,6,2,2
0,R_51JGDAwsE17gc9P,1,1,3,,,"I think it might be because people are starting to become more iron deficient. Also, one reason that I stopped eating meat was because of the poor quality available and meat with hormones and such was making me sick but now there are more options of grass fed and free range available. Finally, I think it could be because the number in decline has bottomed out which means it will need to stabilize. ",6,3,2,2
0,R_3HtRsf1oVJaSdrL,,,FALSE,,,,,,,
1,R_1kFFd8DgVVd3CVd,1,1,3,,,Different foods come and go; it wouldn't surprise me if people started eating more meat later.,4,3,2,2
1,R_Zt4OmTc5VMoqkM1,1,1,2,,"Yes of course, it will continue to a point where people will care the way they eat and how they want to diet.",,2,4,1,2
0,R_1OkpCxbqP2J3Fij,1,1,1,They are vegetarians or vegans.,,,4,3,2,2
0,R_215RwMpMIZnEMln,1,1,2,,health  reasons,,2,6,2,2
0,R_1mRvnXUi9XrKRac,1,1,1,Because it is expensive,,,2,6,1,2
0,R_bkJgR0az2fOkFl7,,,FALSE,,,,,,,
0,R_3HFanVzggmGn2Wo,1,1,3,,,Meat is a staple in our diet and holds a place in every holiday.   What’s Thanksgiving without turkey ?   Additionally there’s the keto diet that’s gaining in popularity ,5,4,2,2
0,R_22rl9Wyxh02dHry,1,1,FALSE,,,,,,,
0,R_12mY7qw4HML92Bv,,,FALSE,,,,,,,
1,R_1OuvBqvjL1SjKZU,1,1,3,,,I think it will reverse.,2,5,2,2
0,R_2V8i3URBcyoZzDa,1,1,3,,,as sustainable practices grow,1,3,2,2
0,R_ZaxBTIG6JiJPDax,1,1,1,Cholesterol,,,7,5,2,1
0,R_3k5RRLRNUkUduHV,,,FALSE,,,,,,,
0,R_3Kw0ayOSgJvETLm,1,1,FALSE,,,,,,,
0,R_wNNN8RM0DqgIlsB,1,1,1,More aware of fat content and cholesterol. ,,,6,5,2,2
0,R_yUdFpK1HNO22e2t,,,FALSE,,,,,,,
0,R_1i5lm31n6xG30qI,1,1,1,That’s about the percent of the population that actually tries to eat healthy would be my guess,,,4,5,2,2
0,R_1eqjSlN7BoKrhfp,1,1,1,Health reasons,,,5,3,2,2
0,R_2TLa2APsvFhCZdk,1,1,3,,,Increase in price,2,6,1,2
0,R_Zrwi31JjJj2Ffkl,1,1,3,,,"Low carbohydrate diets are effective in weight loss and managing health related issues like high blood pressure, digestive problems, and PCOS related symptoms",1,2,2,2
0,R_3Pitk71zpkziGUY,1,1,2,,The expense.  I think it will level off.,,2,6,2,2
0,R_es1oCgojdLoEgFj,1,1,FALSE,,,,,,,
0,R_3nqkpYeH7Htkfwm,1,1,2,,People seek to eat healthier plant based diets that have less fat.,,4,6,2,2
0,R_3JsGR95t5B83FgL,1,1,1,These I would believe are vegetarians ,,,1,4,2,2
0,R_3e34kKEiSCa0Z5c,1,1,2,,Awareness of health benefits and compassion for animals.,,7,2,2,1
0,R_3s0linX4qoCKvhV,1,1,2,,Cost,,2,7,2,2
0,R_3JEo2s0ttnMoUEf,1,1,3,,,People start some things as fads,7,4,2,1
0,R_vrARYfteihyIW1r,1,1,1,"Due to vegans and vegetarians, also people wanting to control cholesterol levels. ",,,1,7,2,2
0,R_8CjdoeiQsGO3ANH,1,1,3,,,"Maybe global warming is having an effect on crops? It is expensive to eat healthy. Are Trump's deregulation goals going to lower the cost of meat processing, (while lowering consumer protections) and in turn lower meat prices? ",4,2,1,2
0,R_3O83W9exPhHiQ1T,1,1,FALSE,,,,,,,
0,R_4IxphTw1l3QZamJ,1,1,1,Not healthy,,,1,1,2,2
0,R_331DXeXLDsBDOwt,1,1,1,Meat is expensive ,,,5,4,2,2
0,R_3fSOIb9OtkOIJSJ,1,1,1,Because people enjoy meat and it's difficult to give up. ,,,7,2,2,2
0,R_3e200skmiZeAb8R,1,1,2,,Vegetables and fruit are healthier and a cancer preventative. Limiting or eliminating red meats is not just healthier it is advisable.,,7,3,2,2
0,R_2BbNWJqmgSjNXOh,1,1,FALSE,,,,,,,
1,R_SGW60SjdwMiYplD,1,1,1,More studies about processes of meat,,,3,6,2,2
0,R_21gmerC9AN0M6Va,1,1,1,Meat is not healthy & the cost may be prohibitive to some,,,4,2,2,2
1,R_2zT6sDv4aTrlxMc,1,1,3,,,The accessibility of meat as a protein source,6,3,2,2
0,R_1LT0drHdT8yUy3v,1,1,3,,,Rising conservativeand reactionary beliefs,7,2,2,2
1,R_yTHBgOJS7foWRsR,1,1,2,,Because people want to eat healthy to stay slim and fit.,,5,5,2,2
0,R_1MQHfqTLsadB8jK,1,1,1,Because meat is a wonderful source of protein and balancing a vegetarian diet can be difficult.  ,,,4,2,2,2
0,R_2dMHxCQwdTLOm5T,1,1,FALSE,,,,,,,
0,R_2tsUa1NzcHCe8Dc,1,1,FALSE,,,,,,,
0,R_3qpsKMnqpFMBBr4,1,1,2,,Heart healthy options wll likely be one reason for future beef decline as lomg with a significant price increase for beef products.,,5,5,2,2
0,R_2aVVl7fqR3ku7V0,1,1,FALSE,,,,,,,
0,R_r0J6jY9mkx0SPTj,,,FALSE,,,,,,,
0,R_cCK6Pc4MvmDtMgV,,,FALSE,,,,,,,
0,R_8v3M987gx5ubN61,,,FALSE,,,,,,,
1,R_1jfRTcmUlEBNXI2,1,1,2,,"Yes, our meat consumption is not sustainable. ",,6,4,2,2
0,R_ymtPIBbaxhSF7W1,1,1,2,,Yes ,,4,5,2,2
0,R_1esBRPupfwYLTGe,1,1,FALSE,,,,,,,
0,R_27KxkK0xlmVrDMd,1,1,FALSE,,,,,,,
0,R_3OkMBuOx5LzUalw,,,FALSE,,,,,,,
1,R_ysYnt6TTWPGCTmx,1,2,FALSE,,,,,,,
1,R_3G3NN22lAzK2p0V,1,1,3,,,No,1,3,1,2
1,R_z3iGxnFEF7mImf7,1,1,1,1/3rd of the population ,,,1,7,2,2
1,R_3iQIX2197psVOYt,1,1,2,,It might be because animal abuse is increasing. And it makes people feel bad when they eat meat,,4,7,2,2
1,R_wTZ5VGeZWOjbO8h,1,1,1,There’s always been controversy about whether meat is good for you and you also have those people who either don’t care or who are huge advocates of animal rights ,,,5,5,2,2
1,R_11XXFIGBfc9V45z,1,1,3,,,"I think as the nation's population increases, there will be a bigger demand for meat. It's a good source of protein that people will have to start incorporating into their diets because they're not getting it elsewhere",1,5,2,2
1,R_245zZBncrAlGwdr,1,1,2,,"1) Vegans Fad
2) More allergies to processed meats",,4,6,2,2
1,R_yUvmh0y9lPVBxS1,1,1,1,"Meat is easy to prepare and a source of protien, most Americans are ok with eating a lot of meat. ",,,1,6,2,2
1,R_2U49SLYBdLKLgNv,1,1,2,,Because it's healthier,,6,6,2,2
1,R_23gm9HC8mlyX3cL,1,1,3,,,"Just as weight is expected to get heavier over time due to more fatty food consumption, I believe over time people will eat more meat ",3,5,2,2
1,R_UbYKcwU7Ui0u3gB,1,1,1,I think those 30% are more health conscious and mindful of the nutritional aspects of eating too much meat. They also may have personal reasons such as love for animals or religious reasons. ,,,4,6,2,2
1,R_YYTUcF6jPqbB9zX,1,1,2,,"There may be health benefits shown from having a diet that is limited on meat. People like to be healthy, when doing so is a matter of not doing something.",,3,4,1,2
1,R_3Estvpjl7LPWHb4,1,1,3,,,I personally just really like meat.,1,5,1,2
1,R_2CZKTDuRIV8rqNu,1,1,1,"Because people prefer vegan diets, believing it leads to healthier lifestyle and because of the way animals are treated. Additionally, MSG ",,,4,6,2,2
1,R_Tt6tEHejcGIN9It,1,1,1,People aren’t as aware of the health benefits of eating less meat,,,7,3,2,1
1,R_3hhF9Evukrn3dQA,1,1,1,I think that mainly it’s their choice. And also allergies to meat as well. ,,,1,5,2,2
1,R_3D1JFvPtqxPEAxD,1,1,2,,"It’s probably all this “animals and feelings” conspiracy. There’s also biased documents of how meat is processed that causes people to go extreme of their diet to go vegetarian/vegan, which is dumb because everyone believes anything that “looks” professional.",,2,4,2,2
1,R_1kGj7iGzvvrhNa7,1,1,2,,The cost of meat has been increasing and more are living in poverty level unable to purchase meat.,,1,6,2,2
1,R_Zz75vCvWjSYOYlH,1,1,3,,,Propaganda brought on by meat packaging and manufacturing companies. They're the ones who lose the most if people reduce their consumption of meats.,6,3,2,2
1,R_DIWn3LWMlykdCZH,1,1,1,Fish,,,4,7,1,2
1,R_1Ibk3NySS6XlD40,1,1,3,,,People would get tired of just vegetables ,5,4,2,2
1,R_31dbk4Hys5DZuZd,1,1,2,,"I feel it will continue as meat becomes more expensive to buy and really becomes unaffordable.  Also, it’s not good to have a diet that involves meat every day,",,6,6,2,2
1,R_YXoFvwmr2rMpDot,1,1,2,,It's a bigger trend to be vegan or a vegetarian. And stores and restaurants make it easier than ever before to live that way.,,3,4,1,2
1,R_1GWf5IeAhcKQiQ0,1,1,3,,,Reverse,1,4,1,2
1,R_Zwsfrm1b5iC7YMF,1,1,1,I have no idea.,,,4,4,2,2
1,R_123UxlKSekGo8IU,1,1,3,,,Meat is typically more filling than other foods so in order to save money people will eat something that keeps them fuller longer rather than something that will make them hungry more often.,7,4,2,2
1,R_3NU40oXo9s62zCg,1,1,2,,"Americans are realizing the importance of their health and taking preventative actions to be aware of what they put in their body, and where it originated from. I.E. Farm to table methods, organic, etc",,1,4,2,2
1,R_12aNVl04gwA4gAH,1,1,1,The Usual American diet constitutes of mostly meat. Meat is usually the main part of a meal. I don’t think very many people think outside the box and try to eat less meat because it’s just culture to eat so much meat. Even in the American Mormon culture.,,,7,4,2,2
1,R_2EbJFPFZsNEFO0J,1,1,2,,"Increases in cost of meat, cost of living expenses",,3,6,2,2
1,R_3NQYlxzom6SWs4E,1,1,1,People trying to eat healthy/possible high price on meats.,,,4,4,2,2
1,R_3PcLcW4HOCRjaOf,1,1,2,,"Because of theories put out there about the effect of eating meat every day. In addition, there are many ways to get plant based protein and incorporate in your diet, which have been marketed to be better for you than animal based fates and protein.",,4,4,2,2
1,R_UARMkj4wkYc4QTv,1,1,1,Many individuals like meat and might feel like it’s a hassle to try and cut it out of their diets! ,,,2,6,2,2
0,R_2drMBzgBKRyBJ11,1,1,FALSE,,,,,,,
1,R_1ifkzYJPlZWGREd,1,1,1,"Meat isnt the healthiest thing to eat, especially a lot of it ",,,5,4,2,2
1,R_OdLLE0FWr2JHnNL,1,1,3,,,"Less people farming/gardening. Fast food restaurants and sit down restaurants offer a lot of meat in their meals and as we, as a culture, get busier we have less time to prepare and cook our own meals. ",5,2,2,2
1,R_3rUOG5aoOtLY5EI,1,1,2,,"Because meat will become more expensive and other, better options will be available as a resource of protein ",,7,2,2,2
1,R_Og2kT1wdjy2oBe9,1,1,2,,"People's awareness that we don't need so much meat, and prices rising",,5,4,2,2
1,R_25SzGvqnWji912O,1,1,1,"health concerns i.e., lower cholesterol and fat

",,,6,4,2,2
0,R_eM8esPtYeRDk0b7,,,FALSE,,,,,,,
1,R_30uaVB6JadoiXdr,1,1,3,,,"I don't really know, I know a lot of people that are cutting out meat so I don't see a decline coming especially with all of the diets out there!",1,3,2,2
1,R_29prD9fYZvi80vu,1,1,3,,,"Because the science and nutrition experts keep changing their minds about foods. Like eggs, are they good for us or not?",4,6,2,2
1,R_PGIgmbZ8pSE0IzT,1,1,1,"Areas such as Oregon, Washington, California, etc that promote lifestyles with less meat.",,,5,4,1,2
1,R_3fwvejNLv38xTC4,1,1,3,,,no,3,3,1,2
1,R_Z4RTqGwGBQJ0LNT,1,1,1,A lot of people think that meat causes weight gain.,,,1,6,2,2
1,R_3R2spOLT44pWBMu,1,1,2,,Probably because of the gmos put into foods and the harsh living conditions of the livestock ,,6,3,2,2
1,R_28GTdGLHWoyZrk1,1,1,1,"Some are vegan, vegetarian, or seriously care about their health.",,,1,4,2,2
1,R_2alwpsR2AoDHcOF,1,1,3,,,We are getting comfortable with how things are. There isn't a push to eat less meat.,3,5,2,2
1,R_3sA16vBH0XuXRRT,1,1,2,,"Because we as a nation are becoming more aware of how livestock gets treated and what they are subjected to, to meet the demands and to be ready to supply when demanded. Also, because we are learning that all the hormones that are used to produce/supply such massive demands are contributing to many illnesses that are arising. ",,7,4,2,1
1,R_ue1G2ByMdRxheJr,1,1,2,,Fresh meat that one knows is good and not raised in a feed lots is more difficult to find.,,4,7,2,2
1,R_1lse2ICq6Ga27nw,1,1,1,Poverty ,,,4,5,2,2
0,R_2aRlzzLkZG0Xa4s,1,1,FALSE,,,,,,,
1,R_8dhzXAdTB2OTbyh,1,1,3,,,People will return to old habits,4,5,2,2
1,R_2QFLEEdN6YjSnP1,1,1,1,Because people have little self control and don't want a reason to limit meat consumption.,,,2,5,1,2
0,R_1puP6KIMGUtqOWN,1,1,2,,I think the trend will continue because of animal cruelty of cows and other livestock that is used for our comsumption. People are becoming more vegan and vegetarian due to it. ,,3,4,2,2
1,R_3lyQm1siqpaM1MU,1,1,3,,,Because dieting is a fad,1,6,1,2
1,R_08IiW2nmkxaN79v,1,1,1,I believe that very little people actually pay attention to the nutrition their body needs. ,,,5,4,2,2
0,R_246i0AsDX1ZeVAU,1,1,3,,,Bigger population eats more meat.,4,3,2,2
1,R_32KDgzrhDLAMol8,1,1,2,,Because of so many hormones in meat now. ,,4,4,1,2
0,R_2E65FG631ImU1wj,,,FALSE,,,,,,,
1,R_2Bz0iAHlQsiH2cM,1,1,3,,,Less home cooked meals and an increase in fast food because of convenience,4,7,1,2
1,R_3qa5LyQ2ldK4pHS,1,1,2,,Many people see things posted on social media and follow along like robots.,,1,7,2,2
1,R_cA6qerpaRIscuQN,1,1,1,Religion,,,3,6,2,2
1,R_1H2ncuzXX0qa9he,1,1,2,,they see post about the study online.,,2,5,1,2
1,R_XQUeGLBKddyO8p3,1,1,3,,,"I think it may slow or reverse as dieting promotions get a greater foothold. Many current diets eliminate carbs and up protein consumption by a great deal to increase weight loss efforts.
",4,6,2,2
1,R_1LbskscM2NZF18S,1,1,1,Perhaps some people believe meat is necessary while others do not.,,,3,6,2,2
1,R_33fdD5ncTADKmvW,1,1,2,,People are becoming more aware of ways that they can get the necessary amino acids without eating meat ,,5,5,2,2
1,R_2WvuyhndvVxEuub,1,1,3,,,It could reverse because people tend to revert to what they are used to and find the need and pleasure of eating meat. ,4,4,2,2
0,R_3nfnjU8XvGhd9Q8,,,FALSE,,,,,,,
1,R_1PTa7GRO0n4vKzk,1,1,1,There are a lot of people who like meat too much,,,6,5,2,2
1,R_1r8rLHJWg7EBmP0,1,1,3,,,It's hard to not center meals around meat,7,3,2,1
1,R_1PTBY05KMMQGrUl,1,1,1,Because most people are used to having meat for every meal ,,,4,5,2,2
1,R_1CpUyuG1osgpzxe,1,1,2,,It maybe continue is the price of produce continues to be less than the price of meat ,,1,4,2,2
0,R_1CphiPBPNtwhe8w,,,FALSE,,,,,,,
0,R_WfiqmvtyYiuG6ZP,1,1,2,,People will continue to see changes from being more cognizant of what they choose to put in their bodies. Much of the meat that used to be consumed was part of the fast food industry. People are trending toward being healthier. ,,1,2,2,2
1,R_eF3un4Vu7xjaItH,1,1,3,,,"I don't know. I don't have any problems eating meat because we are permitted to by the Word of Wisdom. I think if it's real food and not processed food, it's generally good for you, in moderation and with use of good judgment. For that reason, I eat meat and will provide it to my family to eat, so we wouldn't be part of the trend of not eating it. Perhaps it was simply a trend that has worked itself out. ",2,6,2,2
1,R_WvxFFYfeqLmx8WZ,1,1,1,I think that consumers are going Vegan more,,,1,4,2,2
1,R_2ttKwcqTSDHALdB,1,1,2,,Yes,,3,6,2,2
1,R_ePAdBoyd9PWvhgR,1,1,3,,,population increase=more people eating meat,5,4,2,2
1,R_3ndzJXtXycqNXbt,1,1,1,Concerns for high sodium ,,,1,6,2,2
1,R_3ixTa7dptJ5sFB0,1,1,2,,Because people are trying to eat healthier and their are a lot more different options for food now then there was in the past. A lot of us enjoy unhealthy foods with lots of sugar ,,3,6,1,2
1,R_2rPjo50zxGmZTGq,1,1,FALSE,,,,2,6,2,2
